CUSTOMER,Tahun,Bulan OK,NO REK, NO.OK , NAMA BARANG ,  PEMAKAIAN BAHAN BAKU ,  Waste_Total @Kg , Waste %
PT PURA BARUTAMA,2025,4,124.1055.004,OK/TAB/25/II/00272,CETAKAN FOIL PAPER/MIXED COLORS (SAH PRINTED) 60 GSM X 38 MM X 92 MM,12436.58,3688.58,29.66%
PT PURA BARUTAMA,2025,4,124.1055.010,OK/TAB/25/II/00273,CETAKAN FOIL PAPER/MIXED COLORS ( MAGNUM KRETEK ) 87.C022-DIL2640. 60 GSM X 38 MM X 92 MM,6171.87,1161.83,18.82%
PT PURA BARUTAMA,2025,4,124.1055.012,OK/TAB/25/I/00239,CETAKAN FOIL PAPER/MIXED COLORS (FOIL PAPER SILVER 87 C291 SELONGSONG MARLBORO CRAFTED 40 GSM) 60 GSM X 37 MM X 101.4 MM,13011.09,5451.09,41.90%
PT PURA BARUTAMA,2025,4,124.1055.012,OK/TAB/25/II/00138,CETAKAN FOIL PAPER/MIXED COLORS (FOIL PAPER SILVER 87 C291 SELONGSONG MARLBORO CRAFTED 40 GSM) 60 GSM X 37 MM X 101.4 MM,20962.16,7980.56,38.07%
PT PURA BARUTAMA,2025,4,124.1055.012,OK/TAB/25/III/00060,CETAKAN FOIL PAPER/MIXED COLORS (FOIL PAPER SILVER 87 C291 SELONGSONG MARLBORO CRAFTED 40 GSM) 60 GSM X 37 MM X 101.4 MM,9739.86,3799.86,39.01%
PT PURA BARUTAMA,2025,4,124.1055.012,OK/TAB/25/III/00104,CETAKAN FOIL PAPER/MIXED COLORS (FOIL PAPER SILVER 87 C291 SELONGSONG MARLBORO CRAFTED 40 GSM) 60 GSM X 37 MM X 101.4 MM,16319.73,6317.32,38.71%
PT PURA BARUTAMA,2025,5,124.1055.002,OK/TAB/25/III/00166,CETAKAN FOIL PAPER/MIXED COLORS (LEP) 60 GSM X 38 MM X 92 MM,7045.99,1235.59,17.54%
PT PURA BARUTAMA,2025,5,124.1055.002,OK/TAB/25/IV/00149,CETAKAN FOIL PAPER/MIXED COLORS (LEP) 60 GSM X 38 MM X 92 MM,12487.87,3955.87,31.68%
PT PURA BARUTAMA,2025,5,124.1055.003,OK/TAB/25/I/00150,CETAKAN FOIL PAPER/MIXED COLORS (SNP) 60 GSM X 38 MM X 92 MM,120609.42,25850.22,21.43%
PT PURA BARUTAMA,2025,5,124.1055.003,OK/TAB/25/II/00063,CETAKAN FOIL PAPER/MIXED COLORS (SNP) 60 GSM X 38 MM X 92 MM,7391.87,1862.27,25.19%
PT PURA BARUTAMA,2025,5,124.1055.003,OK/TAB/25/II/00140,CETAKAN FOIL PAPER/MIXED COLORS (SNP) 60 GSM X 38 MM X 92 MM,118414.78,24152.38,20.40%
PT PURA BARUTAMA,2025,5,124.1055.003,OK/TAB/25/III/00240,CETAKAN FOIL PAPER/MIXED COLORS (SNP) 60 GSM X 38 MM X 92 MM,6605.97,1918.77,29.05%
PT PURA BARUTAMA,2025,5,124.1055.004,OK/TAB/25/I/00149,CETAKAN FOIL PAPER/MIXED COLORS (SAH PRINTED) 60 GSM X 38 MM X 92 MM,109216.05,30851.25,28.25%
PT PURA BARUTAMA,2025,5,124.1055.004,OK/TAB/25/II/00077,CETAKAN FOIL PAPER/MIXED COLORS (SAH PRINTED) 60 GSM X 38 MM X 92 MM,26729,8822.6,33.01%
PT PURA BARUTAMA,2025,5,124.1055.004,OK/TAB/25/II/00182,CETAKAN FOIL PAPER/MIXED COLORS (SAH PRINTED) 60 GSM X 38 MM X 92 MM,8537.94,2338.74,27.39%
PT PURA BARUTAMA,2025,5,124.1055.004,OK/TAB/25/III/00062,CETAKAN FOIL PAPER/MIXED COLORS (SAH PRINTED) 60 GSM X 38 MM X 92 MM,57880.67,11721.47,20.25%
PT PURA BARUTAMA,2025,5,124.1055.004,OK/TAB/25/IV/00030,CETAKAN FOIL PAPER/MIXED COLORS (SAH PRINTED) 60 GSM X 38 MM X 92 MM,42180.66,12329.46,29.23%
PT PURA BARUTAMA,2025,5,124.1055.012,OK/TAB/25/III/00169,CETAKAN FOIL PAPER/MIXED COLORS (FOIL PAPER SILVER 87 C291 SELONGSONG MARLBORO CRAFTED 40 GSM) 60 GSM X 37 MM X 101.4 MM,12490.91,4736.51,37.92%
PT PURA BARUTAMA,2025,5,124.1055.012,OK/TAB/25/IV/00033,CETAKAN FOIL PAPER/MIXED COLORS (FOIL PAPER SILVER 87 C291 SELONGSONG MARLBORO CRAFTED 40 GSM) 60 GSM X 37 MM X 101.4 MM,13943.02,5006.06,35.90%
PT PURA BARUTAMA,2025,6,123.0601.019,OK/TAB/25/VI/00149,BSJ FOIL PAPER/GOLD 6.5 U 60 GSM X 495 MM,3118,167.6,5.38%
PT PURA BARUTAMA,2025,6,123.0601.019,OK/TAB/25/VI/00150,BSJ FOIL PAPER/GOLD 6.5 U 60 GSM X 495 MM,27635.3,948.14,3.43%
PT PURA BARUTAMA,2025,6,123.0601.019,OK/TAB/25/VI/00202,BSJ FOIL PAPER/GOLD 6.5 U 60 GSM X 495 MM,8178.2,-159.78,-1.95%
PT PURA BARUTAMA,2025,6,123.0690.014,OK/TAB/25/V/00178,BSJ FOIL PAPER/SILVER COATING (DULL SIDE) 6.5 U 60 GSM X 495 MM,28605.2,1045.86,3.66%
PT PURA BARUTAMA,2025,6,124.1055.002,OK/TAB/25/V/00089,CETAKAN FOIL PAPER/MIXED COLORS (LEP) 60 GSM X 38 MM X 92 MM,11146.48,3024.2,27.13%
PT PURA BARUTAMA,2025,6,124.1055.002,OK/TAB/25/V/00220,CETAKAN FOIL PAPER/MIXED COLORS (LEP) 60 GSM X 38 MM X 92 MM,8525.91,2283.51,26.78%
PT PURA BARUTAMA,2025,6,124.1055.002,OK/TAB/25/V/00307,CETAKAN FOIL PAPER/MIXED COLORS (LEP) 60 GSM X 38 MM X 92 MM,18394.2,4382.56,23.83%
PT PURA BARUTAMA,2025,6,124.1055.003,OK/TAB/24/IV/00090,CETAKAN FOIL PAPER/MIXED COLORS (SNP) 60 GSM X 38 MM X 92 MM,90779.24,23149.64,25.50%
PT PURA BARUTAMA,2025,6,124.1055.003,OK/TAB/25/II/00271,CETAKAN FOIL PAPER/MIXED COLORS (SNP) 60 GSM X 38 MM X 92 MM,18172.16,3873.86,21.32%
PT PURA BARUTAMA,2025,6,124.1055.003,OK/TAB/25/III/00165,CETAKAN FOIL PAPER/MIXED COLORS (SNP) 60 GSM X 38 MM X 92 MM,83580.67,22037.54,26.37%
PT PURA BARUTAMA,2025,6,124.1055.003,OK/TAB/25/V/00090,CETAKAN FOIL PAPER/MIXED COLORS (SNP) 60 GSM X 38 MM X 92 MM,11474.47,2735.4,23.84%
PT PURA BARUTAMA,2025,6,124.1055.003,OK/TAB/25/IV/00150,CETAKAN FOIL PAPER/MIXED COLORS (SNP) 60 GSM X 38 MM X 92 MM,90166.6,15376.84,17.05%
PT PURA BARUTAMA,2025,6,124.1055.003,OK/TAB/25/V/00222,CETAKAN FOIL PAPER/MIXED COLORS (SNP) 60 GSM X 38 MM X 92 MM,178525.04,49083.44,27.49%
PT PURA BARUTAMA,2025,6,124.1055.003,OK/TAB/25/V/00306,CETAKAN FOIL PAPER/MIXED COLORS (SNP) 60 GSM X 38 MM X 92 MM,33454.56,7492.96,22.40%
PT PURA BARUTAMA,2025,6,124.1055.003,OK/TAB/25/VI/00035,CETAKAN FOIL PAPER/MIXED COLORS (SNP) 60 GSM X 38 MM X 92 MM,108397.4,17736.74,16.36%
PT PURA BARUTAMA,2025,6,124.1055.004,OK/TAB/25/II/00058,CETAKAN FOIL PAPER/MIXED COLORS (SAH PRINTED) 60 GSM X 38 MM X 92 MM,82655.9,24853.5,30.07%
PT PURA BARUTAMA,2025,6,124.1055.004,OK/TAB/25/II/00139,CETAKAN FOIL PAPER/MIXED COLORS (SAH PRINTED) 60 GSM X 38 MM X 92 MM,121290.2,32946.2,27.16%
PT PURA BARUTAMA,2025,6,124.1055.004,OK/TAB/25/III/00167,CETAKAN FOIL PAPER/MIXED COLORS (SAH PRINTED) 60 GSM X 38 MM X 92 MM,128444.17,33598.57,26.16%
PT PURA BARUTAMA,2025,6,124.1055.010,OK/TAB/25/III/00168,CETAKAN FOIL PAPER/MIXED COLORS ( MAGNUM KRETEK ) 87.C022-DIL2640. 60 GSM X 38 MM X 92 MM,20033.4,4441.05,22.17%
PT PURA BARUTAMA,2025,6,124.1055.010,OK/TAB/25/IV/00152,CETAKAN FOIL PAPER/MIXED COLORS ( MAGNUM KRETEK ) 87.C022-DIL2640. 60 GSM X 38 MM X 92 MM,8246.47,2576.12,31.24%
PT PURA BARUTAMA,2025,6,124.1055.010,OK/TAB/25/V/00301,CETAKAN FOIL PAPER/MIXED COLORS ( MAGNUM KRETEK ) 87.C022-DIL2640. 60 GSM X 38 MM X 92 MM,8997.49,2625.49,29.18%
PT PURA BARUTAMA,2025,6,124.1055.012,OK/TAB/25/IV/00151,CETAKAN FOIL PAPER/MIXED COLORS (FOIL PAPER SILVER 87 C291 SELONGSONG MARLBORO CRAFTED 40 GSM) 60 GSM X 37 MM X 101.4 MM,21258.32,9421.52,44.32%
PT PURA BARUTAMA,2025,6,124.1055.017,OK/TAB/25/VI/00199,"CETAKAN FOIL PAPER/MIXED COLORS (FOIL PAPER 87 C925 BLACK , BATIK PRINT) 60 GSM X 38 MM X 92 MM",3537.42,621.82,17.58%
PT PURA BARUTAMA,2025,7,124.1055.004,OK/TAB/25/IV/00153,CETAKAN FOIL PAPER/MIXED COLORS (SAH PRINTED) 60 GSM X 38 MM X 92 MM,145505.89,22736.75,15.63%
PT PURA BARUTAMA,2025,7,124.1055.004,OK/TAB/25/V/00221,CETAKAN FOIL PAPER/MIXED COLORS (SAH PRINTED) 60 GSM X 38 MM X 92 MM,82277.51,19572.71,23.79%
PT PURA BARUTAMA,2025,7,124.1055.012,OK/TAB/25/V/00088,CETAKAN FOIL PAPER/MIXED COLORS (FOIL PAPER SILVER 87 C291 SELONGSONG MARLBORO CRAFTED 40 GSM) 60 GSM X 37 MM X 101.4 MM,4618.91,1746.11,37.80%
PT PURA BARUTAMA,2025,7,124.1055.012,OK/TAB/25/V/00216,CETAKAN FOIL PAPER/MIXED COLORS (FOIL PAPER SILVER 87 C291 SELONGSONG MARLBORO CRAFTED 40 GSM) 60 GSM X 37 MM X 101.4 MM,14015.1,4014.3,28.64%
PT PURA BARUTAMA,2025,7,124.1055.017,OK/TAB/25/V/00349,"CETAKAN FOIL PAPER/MIXED COLORS (FOIL PAPER 87 C925 BLACK , BATIK PRINT) 60 GSM X 38 MM X 92 MM",4225.1,847.36,20.06%
PT PURA BARUTAMA,2025,7,124.1055.018,OK/TAB/25/VI/00273,"CETAKAN FOIL PAPER/MIXED COLORS (FOIL PAPER 87 D042 BLACK , PRIMA X) 60 GSM X 38 MM X 92 MM",3579.32,900.92,25.17%
PT NOJORONO TOBACCO INTERNATIONAL,2024,1,123.0701.005,OK/TAB/24/I/00058,BSJ METALLIZED BOARD/GOLD (TOLUENE FREE) 235 GSM X 1020 MM,4223.51,123.44,2.92%
PT NOJORONO TOBACCO INTERNATIONAL,2024,1,124.0600.063,OK/TAB/24/I/00093,FOIL PAPER/SILVER (ALU FOIL MILD 16'S 76 X 2000 M 50 GSM SILVER DOFF) PK.ALF.MLD16 SLVR0 50 GSM X 76 MM X 2000 M,1857.69,198.73,10.70%
PT NOJORONO TOBACCO INTERNATIONAL,2024,1,124.0601.040,OK/TAB/23/XII/00075,FOIL PAPER/GOLD (ALU FOIL MILD 16'S 76 MM X 2000 M 50 GSM GOLD) PK.ALF MLD 16GOLD0 50 GSM X 76 MM X 2000 M,9647.65,474.45,4.92%
PT NOJORONO TOBACCO INTERNATIONAL,2024,1,124.0701.056,OK/TAB/23/XII/00079,METALLIZED BOARD/GOLD (INNER FRAME MILD 16'S 84 MMX 750 M 230 GSM GOLD) PK.INF. MLD 16 GOLD0 235 GSM X 84 MM X 750 M,10929.46,3109.78,28.45%
PT NOJORONO TOBACCO INTERNATIONAL,2024,1,124.0955.044,OK/TAB/23/X/00252,CETAKAN BOARD/MIXED COLORS (ETIKET CLAS MILD 16'S 87 MM X 242 MM 230 GSM) PK.ETK.CLM 16D0000 230 GSM,43866.68,8081.33,18.42%
PT NOJORONO TOBACCO INTERNATIONAL,2024,1,124.0955.045,OK/TAB/23/XI/00100,CETAKAN BOARD/MIXED COLORS (ETIKET SAROJA 12'S 51.5 MM X 17 MM X 80 MM 210 GSM) PK.ETK. SRJ12D0000 210 GSM,14236.2,7391.18,51.92%
PT NOJORONO TOBACCO INTERNATIONAL,2024,1,124.0955.047,OK/TAB/23/XII/00078,CETAKAN BOARD/MIXED COLORS (ETIKET CLAS MILD SILVER 16'S 87 MM X 242 MM 230 GSM) PK.ETK.CMS 16D0000 230 GSM,12904.08,7132.46,55.27%
PT NOJORONO TOBACCO INTERNATIONAL,2024,1,124.0955.054,OK/TAB/23/XII/00076,CETAKAN BOARD/MIXED COLORS (ETIKET CLAS MILD 12'S 73 MM X 242 MM 230 GSM) PK.ETK.CLM 12D0000 NEW DESIGN 230 GSM,7972.4,3701.67,46.43%
PT NOJORONO TOBACCO INTERNATIONAL,2024,1,124.0955.053,OK/TAB/23/XI/00226,CETAKAN BOARD/MIXED COLORS (ETIKET CLAS MILD 16'S 87 MM X 242 MM 230 GSM) PK.ETK.CLM 16D0000 NEW DESIGN 230 GSM,50035.72,15711.07,31.40%
PT NOJORONO TOBACCO INTERNATIONAL,2024,1,124.0955.053,OK/TAB/23/XII/00077,CETAKAN BOARD/MIXED COLORS (ETIKET CLAS MILD 16'S 87 MM X 242 MM 230 GSM) PK.ETK.CLM 16D0000 NEW DESIGN 230 GSM,63250.81,17958.31,28.39%
PT NOJORONO TOBACCO INTERNATIONAL,2024,2,123.0701.005,OK/TAB/24/I/00193,BSJ METALLIZED BOARD/GOLD (TOLUENE FREE) 235 GSM X 1020 MM,25431.53,754.18,2.97%
PT NOJORONO TOBACCO INTERNATIONAL,2024,2,124.0701.056,OK/TAB/24/I/00096,METALLIZED BOARD/GOLD (INNER FRAME MILD 16'S 84 MMX 750 M 230 GSM GOLD) PK.INF. MLD 16 GOLD0 235 GSM X 84 MM X 750 M,13301.2,2934.2,22.06%
PT NOJORONO TOBACCO INTERNATIONAL,2024,2,124.0955.054,OK/TAB/23/XII/00130,CETAKAN BOARD/MIXED COLORS (ETIKET CLAS MILD 12'S 73 MM X 242 MM 230 GSM) PK.ETK.CLM 12D0000 NEW DESIGN 230 GSM,3306.35,2044.65,61.84%
PT NOJORONO TOBACCO INTERNATIONAL,2024,2,124.0955.054,OK/TAB/24/I/00094,CETAKAN BOARD/MIXED COLORS (ETIKET CLAS MILD 12'S 73 MM X 242 MM 230 GSM) PK.ETK.CLM 12D0000 NEW DESIGN 230 GSM,9269.24,4940.24,53.30%
PT NOJORONO TOBACCO INTERNATIONAL,2024,2,124.0105.071,OK/TAB/24/II/00269,LAMINATING BOARD/WHITE (ETIKET WHITE BLANK SKM MILD 16'S) PK.ETK.SKMM 1600-S 230 GSM,230,0,0.00%
PT NOJORONO TOBACCO INTERNATIONAL,2024,3,124.0601.040,OK/TAB/24/I/00092,FOIL PAPER/GOLD (ALU FOIL MILD 16'S 76 MM X 2000 M 50 GSM GOLD) PK.ALF MLD 16GOLD0 50 GSM X 76 MM X 2000 M,11069,-101.74,-0.92%
PT NOJORONO TOBACCO INTERNATIONAL,2024,3,124.0601.040,OK/TAB/24/I/00091,FOIL PAPER/GOLD (ALU FOIL MILD 16'S 76 MM X 2000 M 50 GSM GOLD) PK.ALF MLD 16GOLD0 50 GSM X 76 MM X 2000 M,4429,475.8,10.74%
PT NOJORONO TOBACCO INTERNATIONAL,2024,3,124.0601.040,OK/TAB/24/II/00187,FOIL PAPER/GOLD (ALU FOIL MILD 16'S 76 MM X 2000 M 50 GSM GOLD) PK.ALF MLD 16GOLD0 50 GSM X 76 MM X 2000 M,9437.34,-412.26,-4.37%
PT NOJORONO TOBACCO INTERNATIONAL,2024,3,124.0701.056,OK/TAB/24/II/00193,METALLIZED BOARD/GOLD (INNER FRAME MILD 16'S 84 MMX 750 M 230 GSM GOLD) PK.INF. MLD 16 GOLD0 235 GSM X 84 MM X 750 M,18317.87,4411.28,24.08%
PT NOJORONO TOBACCO INTERNATIONAL,2024,3,124.0955.045,OK/TAB/24/II/00192,CETAKAN BOARD/MIXED COLORS (ETIKET SAROJA 12'S 51.5 MM X 17 MM X 80 MM 210 GSM) PK.ETK. SRJ12D0000 210 GSM,13373.4,3679.32,27.51%
PT NOJORONO TOBACCO INTERNATIONAL,2024,3,124.0955.047,OK/TAB/24/II/00191,CETAKAN BOARD/MIXED COLORS (ETIKET CLAS MILD SILVER 16'S 87 MM X 242 MM 230 GSM) PK.ETK.CMS 16D0000 230 GSM,10351.49,5374.52,51.92%
PT NOJORONO TOBACCO INTERNATIONAL,2024,3,124.0955.054,OK/TAB/24/II/00189,CETAKAN BOARD/MIXED COLORS (ETIKET CLAS MILD 12'S 73 MM X 242 MM 230 GSM) PK.ETK.CLM 12D0000 NEW DESIGN 230 GSM,13114.57,5178.07,39.48%
PT NOJORONO TOBACCO INTERNATIONAL,2024,3,124.0955.053,OK/TAB/24/I/00095,CETAKAN BOARD/MIXED COLORS (ETIKET CLAS MILD 16'S 87 MM X 242 MM 230 GSM) PK.ETK.CLM 16D0000 NEW DESIGN 230 GSM,98180.28,38626.38,39.34%
PT NOJORONO TOBACCO INTERNATIONAL,2024,5,124.0601.040,OK/TAB/24/IV/00294,FOIL PAPER/GOLD (ALU FOIL MILD 16'S 76 MM X 2000 M 50 GSM GOLD) PK.ALF MLD 16GOLD0 50 GSM X 76 MM X 2000 M,1731.26,89.66,5.18%
PT NOJORONO TOBACCO INTERNATIONAL,2024,5,124.0601.040,OK/TAB/24/III/00266,FOIL PAPER/GOLD (ALU FOIL MILD 16'S 76 MM X 2000 M 50 GSM GOLD) PK.ALF MLD 16GOLD0 50 GSM X 76 MM X 2000 M,2544,-125.65,-4.94%
PT NOJORONO TOBACCO INTERNATIONAL,2024,5,124.0601.041,OK/TAB/24/V/00213,FOIL PAPER/GOLD (ALU FOIL MILD 12'S 62 MM X 2000 M 50 GSM GOLD) PK.ALF MLD 12GOLD0 50 GSM X 62 MM X 2000 M,2212.6,73.6,3.33%
PT NOJORONO TOBACCO INTERNATIONAL,2024,5,124.0955.045,OK/TAB/24/IV/00161,CETAKAN BOARD/MIXED COLORS (ETIKET SAROJA 12'S 51.5 MM X 17 MM X 80 MM 210 GSM) PK.ETK. SRJ12D0000 210 GSM,18981.6,9704.8,51.13%
PT NOJORONO TOBACCO INTERNATIONAL,2024,5,124.0955.054,OK/TAB/24/IV/00156,CETAKAN BOARD/MIXED COLORS (ETIKET CLAS MILD 12'S 73 MM X 242 MM 230 GSM) PK.ETK.CLM 12D0000 NEW DESIGN 230 GSM,11839.2,5345.7,45.15%
PT NOJORONO TOBACCO INTERNATIONAL,2024,5,124.0955.053,OK/TAB/24/II/00190,CETAKAN BOARD/MIXED COLORS (ETIKET CLAS MILD 16'S 87 MM X 242 MM 230 GSM) PK.ETK.CLM 16D0000 NEW DESIGN 230 GSM,115380.35,39397.06,34.15%
PT NOJORONO TOBACCO INTERNATIONAL,2024,5,124.0955.053,OK/TAB/24/IV/00160,CETAKAN BOARD/MIXED COLORS (ETIKET CLAS MILD 16'S 87 MM X 242 MM 230 GSM) PK.ETK.CLM 16D0000 NEW DESIGN 230 GSM,87436.56,28036.56,32.07%
PT NOJORONO TOBACCO INTERNATIONAL,2024,6,124.0601.040,OK/TAB/24/IV/00154,FOIL PAPER/GOLD (ALU FOIL MILD 16'S 76 MM X 2000 M 50 GSM GOLD) PK.ALF MLD 16GOLD0 50 GSM X 76 MM X 2000 M,17355.45,939.45,5.41%
PT NOJORONO TOBACCO INTERNATIONAL,2024,6,124.0701.056,OK/TAB/24/V/00089,METALLIZED BOARD/GOLD (INNER FRAME MILD 16'S 84 MMX 750 M 230 GSM GOLD) PK.INF. MLD 16 GOLD0 235 GSM X 84 MM X 750 M,5451.72,890.24,16.33%
PT NOJORONO TOBACCO INTERNATIONAL,2024,6,124.0701.056,OK/TAB/24/V/00323,METALLIZED BOARD/GOLD (INNER FRAME MILD 16'S 84 MMX 750 M 230 GSM GOLD) PK.INF. MLD 16 GOLD0 235 GSM X 84 MM X 750 M,12935.89,2494.84,19.29%
PT NOJORONO TOBACCO INTERNATIONAL,2024,6,124.0955.044,OK/TAB/24/VI/00022,CETAKAN BOARD/MIXED COLORS (ETIKET CLAS MILD 16'S 87 MM X 242 MM 230 GSM) PK.ETK.CLM 16D0000 230 GSM,208.13,0,0.00%
PT NOJORONO TOBACCO INTERNATIONAL,2024,6,124.0955.054,OK/TAB/24/V/00211,CETAKAN BOARD/MIXED COLORS (ETIKET CLAS MILD 12'S 73 MM X 242 MM 230 GSM) PK.ETK.CLM 12D0000 NEW DESIGN 230 GSM,10812.9,3597.9,33.27%
PT NOJORONO TOBACCO INTERNATIONAL,2024,6,124.0955.053,OK/TAB/24/V/00081,CETAKAN BOARD/MIXED COLORS (ETIKET CLAS MILD 16'S 87 MM X 242 MM 230 GSM) PK.ETK.CLM 16D0000 NEW DESIGN 230 GSM,40975.2,15730.2,38.39%
PT NOJORONO TOBACCO INTERNATIONAL,2024,6,123.0701.026,OK/TAB/24/V/00405,BSJ METALIZZED BOARD/GOLD (TOLUENE FREE) 235 GSM X 940 MM,21029.84,232.33,1.10%
PT NOJORONO TOBACCO INTERNATIONAL,2024,6,124.1955.024,OK/TAB/24/VI/00142,CETAKAN METALLIZED BOARD/MIXED COLORS (ETIKET MINAK DJINGGO HERBA 12'S 51.5 MM X 17 MM X 80 MM / 235 GSM) PK.ETK. MDH 12D0000 235 GSM,7439.08,6623.08,89.03%
PT NOJORONO TOBACCO INTERNATIONAL,2024,7,124.0600.063,OK/TAB/24/VI/00159,FOIL PAPER/SILVER (ALU FOIL MILD 16'S 76 X 2000 M 50 GSM SILVER DOFF) PK.ALF.MLD16 SLVR0 50 GSM X 76 MM X 2000 M,2053,21.33,1.04%
PT NOJORONO TOBACCO INTERNATIONAL,2024,7,124.0701.056,OK/TAB/24/VI/00156,METALLIZED BOARD/GOLD (INNER FRAME MILD 16'S 84 MMX 750 M 230 GSM GOLD) PK.INF. MLD 16 GOLD0 235 GSM X 84 MM X 750 M,12120.92,2878.11,23.74%
PT NOJORONO TOBACCO INTERNATIONAL,2024,7,124.0955.054,OK/TAB/24/VI/00158,CETAKAN BOARD/MIXED COLORS (ETIKET CLAS MILD 12'S 73 MM X 242 MM 230 GSM) PK.ETK.CLM 12D0000 NEW DESIGN 230 GSM,11348.19,4133.19,36.42%
PT NOJORONO TOBACCO INTERNATIONAL,2024,7,124.0955.053,OK/TAB/24/V/00210,CETAKAN BOARD/MIXED COLORS (ETIKET CLAS MILD 16'S 87 MM X 242 MM 230 GSM) PK.ETK.CLM 16D0000 NEW DESIGN 230 GSM,38095.89,11149.04,29.27%
PT NOJORONO TOBACCO INTERNATIONAL,2024,7,124.0955.053,OK/TAB/24/V/00423,CETAKAN BOARD/MIXED COLORS (ETIKET CLAS MILD 16'S 87 MM X 242 MM 230 GSM) PK.ETK.CLM 16D0000 NEW DESIGN 230 GSM,20453.8,6235.82,30.49%
PT NOJORONO TOBACCO INTERNATIONAL,2024,7,124.0955.053,OK/TAB/24/VI/00056,CETAKAN BOARD/MIXED COLORS (ETIKET CLAS MILD 16'S 87 MM X 242 MM 230 GSM) PK.ETK.CLM 16D0000 NEW DESIGN 230 GSM,31847.06,9572.06,30.06%
PT NOJORONO TOBACCO INTERNATIONAL,2024,7,124.0955.053,OK/TAB/24/VI/00157,CETAKAN BOARD/MIXED COLORS (ETIKET CLAS MILD 16'S 87 MM X 242 MM 230 GSM) PK.ETK.CLM 16D0000 NEW DESIGN 230 GSM,51143.08,15509.83,30.33%
PT NOJORONO TOBACCO INTERNATIONAL,2024,7,124.0701.061,OK/TAB/24/VI/00003,METALLIZED BOARD/GOLD (INNER FRAME MILD 16'S 84 MMX 750 M 215 GSM GOLD) PK.INF. MLD 16 GOLD1 215 GSM X 84 MM X 750 M,11322.77,4168.37,36.81%
PT NOJORONO TOBACCO INTERNATIONAL,2024,8,124.0601.040,OK/TAB/24/VI/00160,FOIL PAPER/GOLD (ALU FOIL MILD 16'S 76 MM X 2000 M 50 GSM GOLD) PK.ALF MLD 16GOLD0 50 GSM X 76 MM X 2000 M,8439,103.02,1.22%
PT NOJORONO TOBACCO INTERNATIONAL,2024,8,124.0601.041,OK/TAB/24/VI/00161,FOIL PAPER/GOLD (ALU FOIL MILD 12'S 62 MM X 2000 M 50 GSM GOLD) PK.ALF MLD 12GOLD0 50 GSM X 62 MM X 2000 M,3465,117,3.38%
PT NOJORONO TOBACCO INTERNATIONAL,2024,8,124.0955.045,OK/TAB/24/VI/00002,CETAKAN BOARD/MIXED COLORS (ETIKET SAROJA 12'S 51.5 MM X 17 MM X 80 MM 210 GSM) PK.ETK. SRJ12D0000 210 GSM,22169.41,13829.21,62.38%
PT NOJORONO TOBACCO INTERNATIONAL,2024,8,124.0701.061,OK/TAB/24/VII/00157,METALLIZED BOARD/GOLD (INNER FRAME MILD 16'S 84 MMX 750 M 215 GSM GOLD) PK.INF. MLD 16 GOLD1 215 GSM X 84 MM X 750 M,9677.12,2522.72,26.07%
PT NOJORONO TOBACCO INTERNATIONAL,2024,8,124.0701.061,OK/TAB/24/VIII/00127,METALLIZED BOARD/GOLD (INNER FRAME MILD 16'S 84 MMX 750 M 215 GSM GOLD) PK.INF. MLD 16 GOLD1 215 GSM X 84 MM X 750 M,6903.08,2133.48,30.91%
PT NOJORONO TOBACCO INTERNATIONAL,2024,9,124.0601.041,OK/TAB/24/VII/00155,FOIL PAPER/GOLD (ALU FOIL MILD 12'S 62 MM X 2000 M 50 GSM GOLD) PK.ALF MLD 12GOLD0 50 GSM X 62 MM X 2000 M,15700.5,82.13,0.52%
PT NOJORONO TOBACCO INTERNATIONAL,2024,9,124.0955.045,OK/TAB/24/VII/00156,CETAKAN BOARD/MIXED COLORS (ETIKET SAROJA 12'S 51.5 MM X 17 MM X 80 MM 210 GSM) PK.ETK. SRJ12D0000 210 GSM,15961.8,11072.6,69.37%
PT NOJORONO TOBACCO INTERNATIONAL,2024,9,124.0955.054,OK/TAB/24/VII/00116,CETAKAN BOARD/MIXED COLORS (ETIKET CLAS MILD 12'S 73 MM X 242 MM 230 GSM) PK.ETK.CLM 12D0000 NEW DESIGN 230 GSM,13658.4,6563.63,48.06%
PT NOJORONO TOBACCO INTERNATIONAL,2024,9,124.1955.024,OK/TAB/24/VIII/00110,CETAKAN METALLIZED BOARD/MIXED COLORS (ETIKET MINAK DJINGGO HERBA 12'S 51.5 MM X 17 MM X 80 MM / 235 GSM) PK.ETK. MDH 12D0000 235 GSM,12721.46,9785.46,76.92%
PT NOJORONO TOBACCO INTERNATIONAL,2024,9,124.1955.024,OK/TAB/24/IX/00068,CETAKAN METALLIZED BOARD/MIXED COLORS (ETIKET MINAK DJINGGO HERBA 12'S 51.5 MM X 17 MM X 80 MM / 235 GSM) PK.ETK. MDH 12D0000 235 GSM,9306.75,6426.75,69.05%
PT NOJORONO TOBACCO INTERNATIONAL,2024,9,124.1955.024,OK/TAB/24/IX/00150,CETAKAN METALLIZED BOARD/MIXED COLORS (ETIKET MINAK DJINGGO HERBA 12'S 51.5 MM X 17 MM X 80 MM / 235 GSM) PK.ETK. MDH 12D0000 235 GSM,8066.95,5162.15,63.99%
